ID,plotID,East,North,Elev,Lon,Lat,Alt,Pdop,HRMS,VRMS,Time,art kurz,art lang ,umfang [m],durchmesser [m],kraft
252,LW09,350576.96,5776176.69,77.8,6.81765532,52.11591052,77.8,1.6,0,0,05/12/2024 12:58,"""ps""",Pinus sylvestris ,0.67,0.21327,"""2"""
253,LW09,350575.59,5776181.04,76.2,6.81763347,52.1159492,76.2,1.8,0,0,05/12/2024 13:01,"""pstr""",Pinus strobus,0.56,0.17825,"""3"""
254,LW09,350574.77,5776181.17,76.4,6.81762145,52.11595014,76.4,1.6,0,0,05/12/2024 13:02,"""pstr""",Pinus strobus,0.52,0.16552,"""3"""
255,LW09,350571.3,5776178.92,77.1,6.81757168,52.11592895,77.1,1.6,0,0,05/12/2024 13:03,"""pstr""",Pinus strobus,0.51,0.16234,"""4"""
256,LW09,350580.39,5776186.87,75.8,6.81770092,52.11600289,75.8,1.7,0,0,05/12/2024 13:03,"""ps""",Pinus sylvestris ,1.7,0.54113,"""1"""
257,LW09,350568.84,5776188.8,78.3,6.81753143,52.11601712,78.3,1.6,0,0,05/12/2024 13:04,"""ps""",Pinus sylvestris ,1.03,0.32786,"""1"""
258,LW09,350564.63,5776172.61,76.6,6.81747723,52.11587045,76.6,1.7,0,0,05/12/2024 13:05,"""pstr""",Pinus strobus,0.41,0.13051,"""3"""
259,LW09,350563.18,5776169.62,76.9,6.8174573,52.11584322,76.9,1.7,0,0,05/12/2024 13:06,"""ld""",Larix decidua,1.39,0.44245,"""1"""
260,LW09,350565.04,5776166.67,71.2,6.81748578,52.1158172,71.2,1.7,0,0,05/12/2024 13:07,"""pstr""",Pinus strobus,0.31,0.09868,"""3"""
261,LW09,350561.49,5776166.63,72.7,6.81743398,52.11581595,72.7,1.7,0,0,05/12/2024 13:08,"""pstr""",Pinus strobus,0.35,0.11141,"""4"""
262,LW09,350562.89,5776169.33,75.6,6.81745318,52.11584054,75.6,1.7,0,0,05/12/2024 13:08,"""pstr""",Pinus strobus,NA,NA,"""4"""
263,LW09,350564.07,5776171.17,77.4,6.81746965,52.1158574,77.4,1.7,0,0,05/12/2024 13:09,"""pstr""",Pinus strobus,0.275,0.08754,"""3"""
264,LW09,350565.08,5776169.69,76.4,6.81748498,52.11584437,76.4,1.8,0,0,05/12/2024 13:10,"""pstr""",Pinus strobus,0.71,0.22600,"""2"""
265,LW09,350567.35,5776169.37,75,6.8175183,52.11584212,75,1.8,0,0,05/12/2024 13:11,"""pstr""",Pinus strobus,0.25,0.07958,"""3"""
266,LW09,350571.11,5776170.97,71.2,6.81757247,52.11585754,71.2,1.6,0,0,05/12/2024 13:12,"""pstr""",Pinus strobus,0.54,0.17189,"""3"""
267,LW09,350575.8,5776168.63,71.7,6.81764197,52.11583774,71.7,1.6,0,0,05/12/2024 13:13,"""ps""",Pinus sylvestris ,0.84,0.26738,"""1"""
268,LW09,350580.9,5776158.89,86.6,6.81772067,52.11575164,86.6,1.7,0,0,05/12/2024 13:14,"""pstr""",Pinus strobus,0.32,0.10186,"""3"""
269,LW09,350579.62,5776159.87,85.9,6.8177015,52.1157601,85.9,1.9,0,0,05/12/2024 13:15,"""ps""",Pinus sylvestris ,1.21,0.38515,"""1"""
270,LW09,350579.67,5776160.42,83.2,6.817702,52.11576504,83.2,1.8,0,0,05/12/2024 13:15,"""pstr""",Pinus strobus,1.03,0.32786,"""2"""
271,LW09,350580.74,5776161.27,79.7,6.81771732,52.11577295,79.7,1.8,0,0,05/12/2024 13:16,"""bpe""",Betula pendula,0.56,0.17825,"""1"""
272,LW09,350579.16,5776158.72,79.5,6.81769527,52.11574962,79.5,1.6,0,0,05/12/2024 13:16,"""pa""",Picea abies,0.37,0.11777,"""3"""
273,LW09,350580.74,5776156.21,75.7,6.81771948,52.11572752,75.7,1.7,0,0,05/12/2024 13:17,"""pstr""",Pinus strobus,0.32,0.10186,"""3"""
274,LW09,350581.07,5776155.27,76.4,6.81772473,52.11571917,76.4,1.9,0,0,05/12/2024 13:17,"""pstr""",Pinus strobus,0.28,0.08913,"""3"""
275,LW09,350581.66,5776155.61,75.9,6.81773312,52.11572237,75.9,1.9,0,0,05/12/2024 13:18,"""pstr""",Pinus strobus,0.32,0.10186,"""4"""
276,LW09,350582.99,5776155.1,76,6.81775285,52.11571817,76,1.7,0,0,05/12/2024 13:18,"""pstr""",Pinus strobus,0.37,0.11777,"""4"""
277,LW09,350584.16,5776155.71,76.6,6.81776953,52.11572392,76.6,1.6,0,0,05/12/2024 13:19,"""pstr""",Pinus strobus,0.79,0.25146,"""3"""
278,LW09,350586.28,5776155.93,76.1,6.81780038,52.1157265,76.1,1.6,0,0,05/12/2024 13:20,"""bpe""",Betula pendula,0.76,0.24192,"""1"""
279,LW09,350589.62,5776160.21,76.7,6.81784725,52.11576587,76.7,1.6,0,0,05/12/2024 13:21,"""bpe""",Betula pendula,1.14,0.36287,"""1"""
280,LW09,350587.94,5776161.36,77.4,6.8178223,52.11577572,77.4,1.6,0,0,05/12/2024 13:22,"""bpe""",Betula pendula ,0.79,0.25146,"""1"""
281,LW09,350576.87,5776168.49,72.7,6.81765765,52.11583682,72.7,2,0,0,05/12/2024 13:23,"""pstr""",Pinus strobus,0.74,0.23555,"""2"""
282,LW09,350579.87,5776166.34,79.6,6.81770228,52.11581829,79.6,1.9,0,0,05/12/2024 13:23,"""pstr""",Pinus strobus,0.39,0.12414,"""3"""
283,LW09,350583.86,5776173.6,80.8,6.81775738,52.11588455,80.8,1.8,0,0,05/12/2024 13:24,"""pstr""",Pinus strobus,0.67,0.21327,"""3"""
284,LW09,350588.05,5776174.84,77.1,6.81781798,52.11589689,77.1,1.7,0,0,05/12/2024 13:25,"""ps""",Pinus sylvestris ,0.86,0.27375,"""1"""
285,LW09,350589.01,5776173.65,75.6,6.81783252,52.11588644,75.6,1.7,0,0,05/12/2024 13:25,"""""",NA,0.55,0.17507,"""3"""
286,LW09,350589.16,5776176.43,77.5,6.81783343,52.11591144,77.5,1.8,0,0,05/12/2024 13:27,"""pstr""",Pinus strobus,0.66,0.21008,"""3"""
