"Geometrie","bez","Attachments"
"MULTIPOLYGON Z(((349817.9893248874 5775900.497960909 32.94002772196466, 349816.8378223395 5775899.8703071615 32.905423459611406, 349815.6255350817 5775899.068070016 32.91403971227204, 349814.9139538902 5775898.005081574 32.94175159649578, 349815.0737326404 5775896.924287923 32.928087356536686, 349815.7107240074 5775896.075057174 33.03915808573577, 349816.2250962902 5775895.1139595425 33.12014400070419, 349815.327695638 5775894.496990964 33.14656957347306, 349814.8831248025 5775893.584543499 33.13771207054571, 349815.1853036142 5775892.46141576 33.3325136436633, 349815.6102134959 5775891.536970789 33.30979184703196, 349815.9799173541 5775890.327765542 33.449909640055544, 349815.7052799516 5775889.229679212 33.48865543485725, 349815.7296484689 5775888.037034266 33.362806791239606, 349816.70590724837 5775887.087575872 33.202102002123816, 349817.7457472854 5775886.926658324 33.199929927747085, 349819.0763229404 5775886.431566808 33.30819139267754, 349820.8260499658 5775886.657873523 33.22790939456216, 349822.2799625984 5775887.424425555 33.22721605472811, 349823.88240210916 5775888.200216536 33.24423815653118, 349825.2090635659 5775888.24823571 33.24229737680572, 349826.49381990294 5775889.0826044 33.176932032048086, 349827.175565714 5775890.341282745 33.169483946746574, 349827.9166990631 5775891.648996226 33.17972531435855, 349828.07784141024 5775893.118567267 33.13051672211395, 349828.03648944176 5775894.467369074 33.265462974935375, 349828.24631693127 5775895.688553485 33.27016593230775, 349827.62542411423 5775897.089376716 33.22585969327629, 349826.60634134023 5775898.560485718 33.233623218379954, 349825.462510997 5775900.208261732 33.27258214045716, 349824.3068346442 5775901.471646251 33.054165903839774, 349822.9272990759 5775901.578643252 32.9550529563589, 349817.9893248874 5775900.497960909 32.94002772196466)))","Gebüsch ",""
