"TreeID","PlotID","East","North","Elev","Lon","Lat","Alt","Pdop","HRMS","VRMS","Species","Circumference","DBH","Kraft","Date","Observer","geometry"
272,"LW09",350579.16,5776158.72,79.5,6.81769527,52.11574962,79.5,1.6,0,0,"Picea abies",0.37,0.118,3,2024-12-05,"Studienprojekt2024",c(350579.16, 5776158.72)
273,"LW09",350580.74,5776156.21,75.7,6.81771948,52.11572752,75.7,1.7,0,0,"Pinus strobus",0.32,0.102,3,2024-12-05,"Studienprojekt2024",c(350580.74, 5776156.21)
274,"LW09",350581.07,5776155.27,76.4,6.81772473,52.11571917,76.4,1.9,0,0,"Pinus strobus",0.28,0.089,3,2024-12-05,"Studienprojekt2024",c(350581.07, 5776155.27)
275,"LW09",350581.66,5776155.61,75.9,6.81773312,52.11572237,75.9,1.9,0,0,"Pinus strobus",0.32,0.102,4,2024-12-05,"Studienprojekt2024",c(350581.66, 5776155.61)
276,"LW09",350582.99,5776155.1,76,6.81775285,52.11571817,76,1.7,0,0,"Pinus strobus",0.37,0.118,4,2024-12-05,"Studienprojekt2024",c(350582.99, 5776155.1)
277,"LW09",350584.16,5776155.71,76.6,6.81776953,52.11572392,76.6,1.6,0,0,"Pinus strobus",0.79,0.251,3,2024-12-05,"Studienprojekt2024",c(350584.16, 5776155.71)
278,"LW09",350586.28,5776155.93,76.1,6.81780038,52.1157265,76.1,1.6,0,0,"Betula pendula",0.76,0.242,1,2024-12-05,"Studienprojekt2024",c(350586.28, 5776155.93)
279,"LW09",350589.62,5776160.21,76.7,6.81784725,52.11576587,76.7,1.6,0,0,"Betula pendula",1.14,0.363,1,2024-12-05,"Studienprojekt2024",c(350589.62, 5776160.21)
280,"LW09",350587.94,5776161.36,77.4,6.8178223,52.11577572,77.4,1.6,0,0,"Betula pendula",0.79,0.251,1,2024-12-05,"Studienprojekt2024",c(350587.94, 5776161.36)
281,"LW09",350576.87,5776168.49,72.7,6.81765765,52.11583682,72.7,2,0,0,"Pinus strobus",0.74,0.236,2,2024-12-05,"Studienprojekt2024",c(350576.87, 5776168.49)
282,"LW09",350579.87,5776166.34,79.6,6.81770228,52.11581829,79.6,1.9,0,0,"Pinus strobus",0.39,0.124,3,2024-12-05,"Studienprojekt2024",c(350579.87, 5776166.34)
283,"LW09",350583.86,5776173.6,80.8,6.81775738,52.11588455,80.8,1.8,0,0,"Pinus strobus",0.67,0.213,3,2024-12-05,"Studienprojekt2024",c(350583.86, 5776173.6)
284,"LW09",350588.05,5776174.84,77.1,6.81781798,52.11589689,77.1,1.7,0,0,"Pinus sylvestris",0.86,0.274,1,2024-12-05,"Studienprojekt2024",c(350588.05, 5776174.84)
285,"LW09",350589.01,5776173.65,75.6,6.81783252,52.11588644,75.6,1.7,0,0,NA,0.55,0.175,3,2024-12-05,"Studienprojekt2024",c(350589.01, 5776173.65)
286,"LW09",350589.16,5776176.43,77.5,6.81783343,52.11591144,77.5,1.8,0,0,"Pinus strobus",0.66,0.21,3,2024-12-05,"Studienprojekt2024",c(350589.16, 5776176.43)
NA,NA,349634.253,5775995.712,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(349634.253, 5775995.712)
NA,NA,349916.165,5775984.209,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(349916.165, 5775984.209)
NA,NA,349906.236,5776023.194,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(349906.236, 5776023.194)
NA,NA,349903.605,5776031.298,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(349903.605, 5776031.298)
NA,NA,349708.488,5775994.987,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(349708.488, 5775994.987)
NA,NA,349904.829,5776077.967,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(349904.829, 5776077.967)
NA,NA,350049.896,5776104.385,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(350049.896, 5776104.385)
NA,NA,349782.047,5775884.169,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(349782.047, 5775884.169)
NA,NA,349801.475,5776003.169,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(349801.475, 5776003.169)
NA,NA,350413.128,5776007.017,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(350413.128, 5776007.017)
NA,NA,349764.575,5775884.297,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(349764.575, 5775884.297)
NA,NA,350571.611,5776188.068,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(350571.611, 5776188.068)
NA,NA,349748.316,5775874.128,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(349748.316, 5775874.128)
NA,NA,350638.598,5776406.353,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(350638.598, 5776406.353)
NA,NA,349782.814,5775867.489,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(349782.814, 5775867.489)
NA,NA,349607.347,5776009.654,NA,NA,NA,NA,NA,NA,NA,"Pinus sylvestris",NA,NA,NA,2024-06-05,"PaulNetter",c(349607.347, 5776009.654)
NA,NA,349843.509,5775925.802,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(349843.509, 5775925.802)
NA,NA,349743.198,5775794.472,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(349743.198, 5775794.472)
NA,NA,350018.517,5775924.857,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(350018.517, 5775924.857)
NA,NA,349770.556,5775935.423,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(349770.556, 5775935.423)
NA,NA,350117.229,5775980.729,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(350117.229, 5775980.729)
NA,NA,349777.659,5775688.248,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(349777.659, 5775688.248)
NA,NA,349796.766,5775903.652,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(349796.766, 5775903.652)
NA,NA,349737.605,5775801.229,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(349737.605, 5775801.229)
NA,NA,349792.398,5775817.837,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(349792.398, 5775817.837)
NA,NA,349925.87,5775961.704,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(349925.87, 5775961.704)
NA,NA,350038.536,5775964.525,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(350038.536, 5775964.525)
NA,NA,350080.832,5775967.347,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(350080.832, 5775967.347)
NA,NA,349934.258,5775942.467,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(349934.258, 5775942.467)
NA,NA,349747.102,5775778.762,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(349747.102, 5775778.762)
NA,NA,350336.222,5775804.339,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",NA,NA,NA,2024-06-05,"PaulNetter",c(350336.222, 5775804.339)
NA,NA,349658.761,5776008.244,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349658.761, 5776008.244)
NA,NA,349768.25,5775900.235,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349768.25, 5775900.235)
NA,NA,349747.638,5775987.554,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349747.638, 5775987.554)
NA,NA,349771.579,5775977.699,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349771.579, 5775977.699)
NA,NA,350156.189,5775890.274,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(350156.189, 5775890.274)
NA,NA,349743.714,5775849.707,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349743.714, 5775849.707)
NA,NA,349746.921,5775721.172,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349746.921, 5775721.172)
NA,NA,349732.285,5775833.23,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349732.285, 5775833.23)
NA,NA,349751.825,5775766.187,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349751.825, 5775766.187)
NA,NA,349770.031,5775693.892,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349770.031, 5775693.892)
NA,NA,349817.479,5775717.287,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349817.479, 5775717.287)
NA,NA,349766.242,5775807.767,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349766.242, 5775807.767)
NA,NA,349802.624,5775736.658,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349802.624, 5775736.658)
NA,NA,349790.055,5775709.074,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349790.055, 5775709.074)
NA,NA,349621.193,5776002.3,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(349621.193, 5776002.3)
NA,NA,350566.137,5776161.36,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",NA,NA,NA,2024-06-05,"PaulNetter",c(350566.137, 5776161.36)
NA,NA,349782.155,5775845.461,NA,NA,NA,NA,NA,NA,NA,"Betula pendula",NA,NA,NA,2024-06-05,"PaulNetter",c(349782.155, 5775845.461)
NA,NA,349796.737,5775832.277,NA,NA,NA,NA,NA,NA,NA,"Betula pendula",NA,NA,NA,2024-06-05,"PaulNetter",c(349796.737, 5775832.277)
NA,NA,349900.608,5776039.407,NA,NA,NA,NA,NA,NA,NA,"Betula pendula",NA,NA,NA,2024-06-05,"PaulNetter",c(349900.608, 5776039.407)
NA,NA,349665.274,5776004.73,NA,NA,NA,NA,NA,NA,NA,"Betula pendula",NA,NA,NA,2024-06-05,"PaulNetter",c(349665.274, 5776004.73)
NA,NA,349680.145,5775984.271,NA,NA,NA,NA,NA,NA,NA,"Betula pendula",NA,NA,NA,2024-06-05,"PaulNetter",c(349680.145, 5775984.271)
NA,NA,349601.807,5776019.486,NA,NA,NA,NA,NA,NA,NA,"Betula pendula",NA,NA,NA,2024-06-05,"PaulNetter",c(349601.807, 5776019.486)
NA,NA,350437.248,5776188.688,NA,NA,NA,NA,NA,NA,NA,"Betula pendula",NA,NA,NA,2024-06-05,"PaulNetter",c(350437.248, 5776188.688)
NA,NA,349752.242,5775888.828,NA,NA,NA,NA,NA,NA,NA,"Betula pendula",NA,NA,NA,2024-06-05,"PaulNetter",c(349752.242, 5775888.828)
NA,NA,349760.796,5775985.503,NA,NA,NA,NA,NA,NA,NA,"Betula pendula",NA,NA,NA,2024-06-05,"PaulNetter",c(349760.796, 5775985.503)
NA,NA,350110.848,5776028.685,NA,NA,NA,NA,NA,NA,NA,"Betula pendula",NA,NA,NA,2024-06-05,"PaulNetter",c(350110.848, 5776028.685)
NA,NA,349770.021,5775847.608,NA,NA,NA,NA,NA,NA,NA,"Betula pendula",NA,NA,NA,2024-06-05,"PaulNetter",c(349770.021, 5775847.608)
NA,NA,350229.005,5776075.522,NA,NA,NA,NA,NA,NA,NA,"Betula pendula",NA,NA,NA,2024-06-05,"PaulNetter",c(350229.005, 5776075.522)
NA,NA,350420.177,5776157.447,NA,NA,NA,NA,NA,NA,NA,"Betula pendula",NA,NA,NA,2024-06-05,"PaulNetter",c(350420.177, 5776157.447)
NA,NA,350343.34,5776078.633,NA,NA,NA,NA,NA,NA,NA,"Picea sitchensis",NA,NA,NA,2024-06-05,"PaulNetter",c(350343.34, 5776078.633)
NA,NA,350335.903,5776066.445,NA,NA,NA,NA,NA,NA,NA,"Picea sitchensis",NA,NA,NA,2024-06-05,"PaulNetter",c(350335.903, 5776066.445)
NA,NA,349769.821,5775798.325,NA,NA,NA,NA,NA,NA,NA,"Picea sitchensis",NA,NA,NA,2024-06-05,"PaulNetter",c(349769.821, 5775798.325)
NA,NA,350579.971,5776155.861,NA,NA,NA,NA,NA,NA,NA,"Picea sitchensis",NA,NA,NA,2024-06-05,"PaulNetter",c(350579.971, 5776155.861)
NA,NA,350157.699,5775906.988,NA,NA,NA,NA,NA,NA,NA,"Picea sitchensis",NA,NA,NA,2024-06-05,"PaulNetter",c(350157.699, 5775906.988)
NA,NA,349732.493,5775812.802,NA,NA,NA,NA,NA,NA,NA,"Fagus sylvatica",NA,NA,NA,2024-06-05,"PaulNetter",c(349732.493, 5775812.802)
NA,NA,349993.266,5775918.84,NA,NA,NA,NA,NA,NA,NA,"Fagus sylvatica",NA,NA,NA,2024-06-05,"PaulNetter",c(349993.266, 5775918.84)
NA,NA,350089.292,5775950.434,NA,NA,NA,NA,NA,NA,NA,"Fagus sylvatica",NA,NA,NA,2024-06-05,"PaulNetter",c(350089.292, 5775950.434)
NA,NA,350111.214,5775958.42,NA,NA,NA,NA,NA,NA,NA,"Fagus sylvatica",NA,NA,NA,2024-06-05,"PaulNetter",c(350111.214, 5775958.42)
NA,NA,350123.073,5775990.331,NA,NA,NA,NA,NA,NA,NA,"Fagus sylvatica",NA,NA,NA,2024-06-05,"PaulNetter",c(350123.073, 5775990.331)
NA,NA,350108.551,5775970.966,NA,NA,NA,NA,NA,NA,NA,"Fagus sylvatica",NA,NA,NA,2024-06-05,"PaulNetter",c(350108.551, 5775970.966)
NA,NA,350027.296,5775925.232,NA,NA,NA,NA,NA,NA,NA,"Fagus sylvatica",NA,NA,NA,2024-06-05,"PaulNetter",c(350027.296, 5775925.232)
NA,NA,349783.953,5775801.449,NA,NA,NA,NA,NA,NA,NA,"Fagus sylvatica",NA,NA,NA,2024-06-05,"PaulNetter",c(349783.953, 5775801.449)
NA,NA,350045.205,5775973.016,NA,NA,NA,NA,NA,NA,NA,"Fagus sylvatica",NA,NA,NA,2024-06-05,"PaulNetter",c(350045.205, 5775973.016)
NA,NA,350045.589,5775932.319,NA,NA,NA,NA,NA,NA,NA,"Fagus sylvatica",NA,NA,NA,2024-06-05,"PaulNetter",c(350045.589, 5775932.319)
NA,NA,350066.324,5775981.79,NA,NA,NA,NA,NA,NA,NA,"Fagus sylvatica",NA,NA,NA,2024-06-05,"PaulNetter",c(350066.324, 5775981.79)
NA,NA,350079.058,5775952.287,NA,NA,NA,NA,NA,NA,NA,"Fagus sylvatica",NA,NA,NA,2024-06-05,"PaulNetter",c(350079.058, 5775952.287)
NA,NA,349959.348,5775912.578,NA,NA,NA,NA,NA,NA,NA,"Fagus sylvatica",NA,NA,NA,2024-06-05,"PaulNetter",c(349959.348, 5775912.578)
NA,NA,349743.886,5775733.461,NA,NA,NA,NA,NA,NA,NA,"Fraxinus excelsior",NA,NA,NA,2024-06-05,"PaulNetter",c(349743.886, 5775733.461)
NA,NA,349737.76,5775722.721,NA,NA,NA,NA,NA,NA,NA,"Fraxinus excelsior",NA,NA,NA,2024-06-05,"PaulNetter",c(349737.76, 5775722.721)
NA,NA,349775.313,5775772.436,NA,NA,NA,NA,NA,NA,NA,"Fraxinus excelsior",NA,NA,NA,2024-06-05,"PaulNetter",c(349775.313, 5775772.436)
NA,NA,350120.47,5775955.866,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350120.47, 5775955.866)
NA,NA,350588.197,5776311.717,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350588.197, 5776311.717)
NA,NA,350373.436,5776076.84,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350373.436, 5776076.84)
NA,NA,350127.07,5775977.288,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350127.07, 5775977.288)
NA,NA,350102.212,5775950.568,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350102.212, 5775950.568)
NA,NA,350153.405,5775977.074,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350153.405, 5775977.074)
NA,NA,350146.204,5775982.636,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350146.204, 5775982.636)
NA,NA,350132.105,5775984.498,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350132.105, 5775984.498)
NA,NA,350129.305,5775927.78,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350129.305, 5775927.78)
NA,NA,350640.447,5776130.094,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350640.447, 5776130.094)
NA,NA,350362.569,5776108.796,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350362.569, 5776108.796)
NA,NA,350134.521,5775937.152,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350134.521, 5775937.152)
NA,NA,350132.7,5775956.44,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350132.7, 5775956.44)
NA,NA,350210.491,5775792.077,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350210.491, 5775792.077)
NA,NA,350148.228,5775815.494,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra",NA,NA,NA,2024-06-05,"PaulNetter",c(350148.228, 5775815.494)
NA,NA,350381.515,5776156.813,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350381.515, 5776156.813)
NA,NA,350365.178,5776152.58,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350365.178, 5776152.58)
NA,NA,350576.486,5776269.936,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350576.486, 5776269.936)
NA,NA,350509.945,5776268.989,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350509.945, 5776268.989)
NA,NA,350582.04,5776279.883,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350582.04, 5776279.883)
NA,NA,350401.454,5776148.95,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350401.454, 5776148.95)
NA,NA,350439.198,5775762.135,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350439.198, 5775762.135)
NA,NA,350457.916,5775743.658,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350457.916, 5775743.658)
NA,NA,350470.772,5775737.512,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350470.772, 5775737.512)
NA,NA,350476.483,5775746.43,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350476.483, 5775746.43)
NA,NA,350479.798,5775730.365,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350479.798, 5775730.365)
NA,NA,350567.364,5776274.319,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350567.364, 5776274.319)
NA,NA,350553.42,5776279.448,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350553.42, 5776279.448)
NA,NA,350539.415,5776268.504,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350539.415, 5776268.504)
NA,NA,350526.757,5776274.807,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",NA,NA,NA,2024-06-05,"PaulNetter",c(350526.757, 5776274.807)
1,"LW01",349687.514744384,5775922.1949889,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",37.8,NA,NA,2023-06-01,"Studienprojekt2023",c(349687.514744384, 5775922.1949889)
2,"LW01",349690.240227301,5775920.99946785,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",39,NA,NA,2023-06-01,"Studienprojekt2023",c(349690.240227301, 5775920.99946785)
3,"LW01",349690.359037374,5775922.88808846,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",38.5,NA,NA,2023-06-01,"Studienprojekt2023",c(349690.359037374, 5775922.88808846)
4,"LW01",349692.556279748,5775923.71207094,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",40.3,NA,NA,2023-06-01,"Studienprojekt2023",c(349692.556279748, 5775923.71207094)
5,"LW01",349694.995157144,5775920.74431484,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",49.4,NA,NA,2023-06-01,"Studienprojekt2023",c(349694.995157144, 5775920.74431484)
6,"LW01",349697.846296163,5775921.43721156,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",40.5,NA,NA,2023-06-01,"Studienprojekt2023",c(349697.846296163, 5775921.43721156)
7,"LW01",349701.749848126,5775919.31560539,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",19.3,NA,NA,2023-06-01,"Studienprojekt2023",c(349701.749848126, 5775919.31560539)
8,"LW01",349689.21898103,5775916.68939956,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",39.7,NA,NA,2023-06-01,"Studienprojekt2023",c(349689.21898103, 5775916.68939956)
9,"LW01",349690.395693595,5775937.69077877,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",15.1,NA,NA,2023-06-01,"Studienprojekt2023",c(349690.395693595, 5775937.69077877)
10,"LW01",349684.554314216,5775933.97176242,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",14.3,NA,NA,2023-06-01,"Studienprojekt2023",c(349684.554314216, 5775933.97176242)
11,"LW01",349689.183928371,5775931.16033897,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",48.5,NA,NA,2023-06-01,"Studienprojekt2023",c(349689.183928371, 5775931.16033897)
12,"LW01",349705.97368431,5775926.4227737,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",22.5,NA,NA,2023-06-01,"Studienprojekt2023",c(349705.97368431, 5775926.4227737)
13,"LW01",349697.076704999,5775933.14770162,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",17.8,NA,NA,2023-06-01,"Studienprojekt2023",c(349697.076704999, 5775933.14770162)
14,"LW01",349687.46192247,5775924.97925601,NA,NA,NA,NA,NA,NA,NA,"Larix decidua",15.9,NA,NA,2023-06-01,"Studienprojekt2023",c(349687.46192247, 5775924.97925601)
15,"LW01",349674.282684224,5775931.49985915,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",39.2,NA,NA,2023-06-01,"Studienprojekt2023",c(349674.282684224, 5775931.49985915)
16,"LW01",349672.621222995,5775927.32047064,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",42.5,NA,NA,2023-06-01,"Studienprojekt2023",c(349672.621222995, 5775927.32047064)
17,"LW01",349672.653848735,5775923.86897334,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",37.5,NA,NA,2023-06-01,"Studienprojekt2023",c(349672.653848735, 5775923.86897334)
18,"LW01",349672.597470635,5775920.42016898,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",47.7,NA,NA,2023-06-01,"Studienprojekt2023",c(349672.597470635, 5775920.42016898)
19,"LW01",349670.626742272,5775918.47627377,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",50,NA,NA,2023-06-01,"Studienprojekt2023",c(349670.626742272, 5775918.47627377)
20,"LW01",349669.912515827,5775916.16044136,NA,NA,NA,NA,NA,NA,NA,"Quercus robur",58,NA,NA,2023-06-01,"Studienprojekt2023",c(349669.912515827, 5775916.16044136)
21,"LW01",349672.369966035,5775910.40944237,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",23.5,NA,NA,2023-06-01,"Studienprojekt2023",c(349672.369966035, 5775910.40944237)
22,"LW01",349680.025037578,5775908.84215525,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",18.7,NA,NA,2023-06-01,"Studienprojekt2023",c(349680.025037578, 5775908.84215525)
23,"LW01",349679.304438344,5775905.63606034,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",15.2,NA,NA,2023-06-01,"Studienprojekt2023",c(349679.304438344, 5775905.63606034)
24,"LW01",349680.941172373,5775911.26318707,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",16,NA,NA,2023-06-01,"Studienprojekt2023",c(349680.941172373, 5775911.26318707)
25,"LW01",349687.227419957,5775908.84686995,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",23.3,NA,NA,2023-06-01,"Studienprojekt2023",c(349687.227419957, 5775908.84686995)
26,"LW06",349813.275358204,5775755.99559531,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa",59.5,NA,NA,2023-06-01,"Studienprojekt2023",c(349813.275358204, 5775755.99559531)
27,"LW06",349811.107326739,5775757.95333912,NA,NA,NA,NA,NA,NA,NA,"Sorbus aucuparia",14.6,NA,NA,2023-06-01,"Studienprojekt2023",c(349811.107326739, 5775757.95333912)
28,"LW06",349809.966408854,5775753.53556145,NA,NA,NA,NA,NA,NA,NA,"Sorbus aucuparia",15.4,NA,NA,2023-06-01,"Studienprojekt2023",c(349809.966408854, 5775753.53556145)
